filename,width,height,class,xmin,ymin,xmax,ymax
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,454,512,491,545
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,492,449,523,492
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,515,423,541,473
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,531,426,579,476
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Tidak Sehat,600,443,622,483
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Tidak Sehat,600,509,627,545
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,573,510,602,566
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,551,464,581,520
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,570,451,616,501
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,498,489,537,528
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,526,478,558,533
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,499,543,537,585
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,529,536,550,571
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,543,522,576,565
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,439,610,478,640
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,471,597,495,640
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,488,586,522,640
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,515,583,547,628
2_png.rf.4ca79391729e7d65e11b98540c9987e1.jpg,640,640,Sehat,538,572,571,617
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Tidak Sehat,305,297,352,356
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Tidak Sehat,273,190,328,255
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Tidak Sehat,57,275,101,321
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Tidak Sehat,104,229,150,278
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Tidak Sehat,171,223,214,260
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Tidak Sehat,146,106,187,155
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Tidak Sehat,93,499,119,540
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Tidak Sehat,111,553,148,602
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Tidak Sehat,181,559,229,593
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Tidak Sehat,254,523,286,576
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Tidak Sehat,565,504,628,567
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Sehat,324,165,405,246
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Tidak Sehat,327,136,374,165
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Tidak Sehat,361,284,425,335
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Tidak Sehat,325,393,389,462
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Tidak Sehat,361,501,411,573
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Tidak Sehat,347,448,403,511
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Tidak Sehat,474,452,532,499
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Tidak Sehat,481,414,539,461
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Sehat,526,374,618,463
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Tidak Sehat,541,349,577,383
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Tidak Sehat,62,328,106,378
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Tidak Sehat,68,392,117,456
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Tidak Sehat,56,245,82,278
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Sehat,381,361,458,446
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Tidak Sehat,384,336,437,369
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Tidak Sehat,399,433,462,485
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Sehat,441,59,533,126
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Tidak Sehat,455,23,511,62
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Tidak Sehat,410,139,453,216
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Tidak Sehat,285,0,348,63
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Tidak Sehat,130,29,198,110
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Tidak Sehat,141,154,229,211
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Tidak Sehat,24,163,73,230
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Tidak Sehat,100,303,190,396
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Tidak Sehat,194,355,257,419
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Tidak Sehat,138,488,228,555
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Tidak Sehat,550,452,609,497
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Tidak Sehat,441,574,513,640
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Tidak Sehat,490,505,570,586
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Tidak Sehat,407,487,479,544
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Sehat,56,91,145,185
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Tidak Sehat,49,43,127,114
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Tidak Sehat,495,223,577,304
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Sehat,501,236,581,305
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Sehat,416,195,478,271
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Sehat,131,434,208,500
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Sehat,429,266,508,339
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Tidak Sehat,215,76,311,178
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Sehat,212,35,318,96
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Sehat,545,1,640,79
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Sehat,462,101,544,198
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Sehat,468,183,560,236
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Tidak Sehat,302,66,369,138
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Tidak Sehat,561,69,640,134
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Tidak Sehat,593,109,640,183
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Tidak Sehat,592,170,640,252
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Tidak Sehat,353,11,462,135
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Tidak Sehat,205,412,279,476
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Tidak Sehat,222,456,287,526
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Tidak Sehat,462,349,536,427
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Sehat,198,0,284,61
kubis-10_PNG.rf.3284332fe498ac39824ff6351a483058.jpg,640,640,Sehat,110,372,203,458
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,265,30,285,44
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,243,123,254,140
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,254,101,267,115
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,253,82,264,93
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,278,86,296,107
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,192,203,214,224
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,112,180,135,203
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,110,161,126,183
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,147,130,169,155
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,147,205,166,233
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,171,208,192,237
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,119,212,145,240
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,128,238,150,261
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,139,297,162,322
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,139,275,161,296
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,161,267,181,290
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,180,332,193,345
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,182,352,194,363
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,149,338,174,365
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,151,319,168,336
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,260,249,274,259
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,268,259,281,276
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,15,266,40,311
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,12,251,30,267
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,10,235,30,250
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,1,189,24,232
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,1,176,10,190
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,31,313,46,332
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,30,347,52,367
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,29,332,47,347
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,330,60,354,83
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,327,47,341,61
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,324,8,339,23
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,30,120,48,137
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,17,77,34,89
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,39,87,66,108
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,41,75,58,86
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,40,263,59,289
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,169,311,188,332
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,164,291,183,310
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,72,213,94,231
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,69,191,93,214
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,55,141,81,170
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,32,148,59,173
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,18,177,46,214
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,47,200,70,219
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,27,219,58,249
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,61,229,79,255
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,58,273,92,298
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,44,300,71,322
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,48,323,74,364
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,73,336,109,365
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,68,294,93,321
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,92,310,123,333
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,199,242,228,263
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,213,304,240,336
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,250,190,277,233
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,223,188,250,223
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,232,226,256,253
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,257,131,283,157
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,75,44,99,66
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,72,48,101,63
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,33,48,58,71
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,26,25,59,46
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,214,39,236,62
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,190,44,212,67
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,234,17,261,38
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,202,0,226,15
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,86,87,111,117
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,82,62,102,87
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,106,60,126,77
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,129,55,153,88
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,68,5,93,26
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,142,13,169,40
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,159,98,180,122
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,169,122,194,142
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,175,0,203,24
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,75,25,93,47
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,10,47,33,79
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,7,17,23,39
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,0,87,22,128
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,0,68,11,88
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,201,90,223,116
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,209,117,238,155
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,218,168,248,190
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,219,154,235,170
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,193,313,211,335
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,186,291,208,310
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,210,286,235,300
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,234,253,258,278
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,249,309,276,334
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,241,280,267,305
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,268,67,292,89
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,388,57,408,86
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,384,41,405,61
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,379,22,398,42
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,80,229,99,250
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,86,269,104,288
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,76,320,93,337
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,48,323,74,366
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,32,249,55,266
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,122,146,152,179
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,124,129,147,151
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,27,10,51,23
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,336,192,361,220
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,300,69,334,95
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,299,49,324,68
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,359,62,387,98
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,358,42,383,64
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,398,99,418,115
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,320,127,345,153
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,318,109,338,134
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,314,95,331,113
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,342,98,362,128
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,336,76,361,109
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,323,151,354,175
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,289,272,319,298
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,267,171,293,201
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,286,148,309,164
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,279,111,305,130
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,260,108,282,129
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,286,129,306,151
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,284,228,312,259
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,309,243,333,279
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,290,176,322,207
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,365,98,398,132
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,402,135,434,162
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,411,24,435,57
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,342,217,391,266
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,362,200,392,227
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,374,131,402,151
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,350,156,384,181
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,383,167,406,187
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,158,170,184,202
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,187,179,207,206
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,174,140,201,172
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,154,149,177,177
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,257,222,280,251
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,300,205,326,226
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,391,205,418,240
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,357,175,385,203
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,330,169,357,196
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,351,132,379,173
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,47,109,73,135
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,109,77,132,103
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,99,40,121,63
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Sehat,180,21,206,48
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,98,18,122,42
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,117,0,138,22
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,122,19,142,44
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,127,38,147,59
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,176,253,198,267
kubis-7_png.rf.a8c36cdaf894715a6939cf2bd4eb447b.jpg,640,640,Tidak Sehat,202,220,220,247
kubis-9_PNG.rf.9a18e30f0467f960081f1367c9df94ff.jpg,640,640,Tidak Sehat,143,225,174,270
kubis-9_PNG.rf.9a18e30f0467f960081f1367c9df94ff.jpg,640,640,Tidak Sehat,26,218,78,273
kubis-9_PNG.rf.9a18e30f0467f960081f1367c9df94ff.jpg,640,640,Tidak Sehat,267,100,294,138
kubis-9_PNG.rf.9a18e30f0467f960081f1367c9df94ff.jpg,640,640,Tidak Sehat,299,80,322,127
kubis-9_PNG.rf.9a18e30f0467f960081f1367c9df94ff.jpg,640,640,Tidak Sehat,360,37,395,83
kubis-9_PNG.rf.9a18e30f0467f960081f1367c9df94ff.jpg,640,640,Tidak Sehat,319,44,358,108
kubis-9_PNG.rf.9a18e30f0467f960081f1367c9df94ff.jpg,640,640,Tidak Sehat,115,159,168,226
kubis-9_PNG.rf.9a18e30f0467f960081f1367c9df94ff.jpg,640,640,Tidak Sehat,0,375,19,442
kubis-9_PNG.rf.9a18e30f0467f960081f1367c9df94ff.jpg,640,640,Tidak Sehat,12,360,50,429
kubis-9_PNG.rf.9a18e30f0467f960081f1367c9df94ff.jpg,640,640,Tidak Sehat,40,351,73,399
